date,bm20_level,bm20_chg_pct,sentiment_value,sentiment_label,kimchi_pct,usdkrw,k_share_percent,btc_funding_bin,eth_funding_bin,btc_funding_byb,eth_funding_byb,btc_dominance
2022-05-27,253.0249,-3.1187,12.0,Extreme Fear,,,,,,,,
2022-05-28,258.4408,2.1405,13.0,Extreme Fear,,,,,,,,
2022-05-29,263.8848,2.1065,14.0,Extreme Fear,,,,,,,,
2022-05-30,284.3062,7.7388,10.0,Extreme Fear,,,,,,,,
2022-05-31,283.1884,-0.3932,16.0,Extreme Fear,,,,,,,,
2022-06-01,264.9473,-6.4413,17.0,Extreme Fear,,,,,,,,
2022-06-02,270.1907,1.979,13.0,Extreme Fear,,,,,,,,
2022-06-03,266.5196,-1.3587,10.0,Extreme Fear,,,,,,,,
2022-06-04,269.0098,0.9343,14.0,Extreme Fear,,,,,,,,
2022-06-05,269.4082,0.1481,10.0,Extreme Fear,,,,,,,,
2022-06-06,277.9456,3.1689,13.0,Extreme Fear,,,,,,,,
2022-06-07,274.2665,-1.3237,15.0,Extreme Fear,,,,,,,,
2022-06-08,270.1298,-1.5083,17.0,Extreme Fear,,,,,,,,
2022-06-09,270.0574,-0.0268,11.0,Extreme Fear,,,,,,,,
2022-06-10,255.6685,-5.3281,13.0,Extreme Fear,,,,,,,,
2022-06-11,241.1566,-5.6761,12.0,Extreme Fear,,,,,,,,
2022-06-12,227.5597,-5.6382,14.0,Extreme Fear,,,,,,,,
2022-06-13,198.2109,-12.8972,11.0,Extreme Fear,,,,,,,,
2022-06-14,199.7152,0.7589,8.0,Extreme Fear,,,,,,,,
2022-06-15,209.4965,4.8976,7.0,Extreme Fear,,,,,,,,
2022-06-16,187.2441,-10.6218,7.0,Extreme Fear,,,,,,,,
2022-06-17,190.6001,1.7923,9.0,Extreme Fear,,,,,,,,
2022-06-18,178.9372,-6.119,6.0,Extreme Fear,,,,,,,,
2022-06-19,194.2536,8.5597,6.0,Extreme Fear,,,,,,,,
2022-06-20,195.6493,0.7185,9.0,Extreme Fear,,,,,,,,
2022-06-21,199.1023,1.7649,9.0,Extreme Fear,,,,,,,,
2022-06-22,192.0893,-3.5223,11.0,Extreme Fear,,,,,,,,
2022-06-23,204.553,6.4885,11.0,Extreme Fear,,,,,,,,
2022-06-24,213.3696,4.3102,11.0,Extreme Fear,,,,,,,,
2022-06-25,215.9655,1.2166,14.0,Extreme Fear,,,,,,,,
2022-06-26,209.5459,-2.9725,14.0,Extreme Fear,,,,,,,,
2022-06-27,207.1106,-1.1622,12.0,Extreme Fear,,,,,,,,
2022-06-28,199.9025,-3.4803,10.0,Extreme Fear,,,,,,,,
2022-06-29,196.6818,-1.6111,13.0,Extreme Fear,,,,,,,,
2022-06-30,193.9725,-1.3775,11.0,Extreme Fear,,,,,,,,
2022-07-01,189.8277,-2.1368,11.0,Extreme Fear,,,,,,,,
2022-07-02,191.162,0.7029,14.0,Extreme Fear,,,,,,,,
2022-07-03,191.7679,0.317,11.0,Extreme Fear,,,,,,,,
2022-07-04,200.6304,4.6215,14.0,Extreme Fear,,,,,,,,
2022-07-05,198.7963,-0.9142,19.0,Extreme Fear,,,,,,,,
2022-07-06,203.2412,2.2359,18.0,Extreme Fear,,,,,,,,
2022-07-07,211.6943,4.1591,18.0,Extreme Fear,,,,,,,,
2022-07-08,210.8832,-0.3831,20.0,Extreme Fear,,,,,,,,
2022-07-09,212.2789,0.6618,24.0,Extreme Fear,,,,,,,,
2022-07-10,204.8098,-3.5185,24.0,Extreme Fear,,,,,,,,
2022-07-11,194.9871,-4.796,22.0,Extreme Fear,,,,,,,,
2022-07-12,189.4378,-2.846,16.0,Extreme Fear,,,,,,,,
2022-07-13,199.4963,5.3097,15.0,Extreme Fear,,,,,,,,
2022-07-14,206.4927,3.507,18.0,Extreme Fear,,,,,,,,
2022-07-15,208.9719,1.2006,15.0,Extreme Fear,,,,,,,,
2022-07-16,217.8768,4.2613,21.0,Extreme Fear,,,,,,,,
2022-07-17,214.8869,-1.3723,24.0,Extreme Fear,,,,,,,,
2022-07-18,236.187,9.9122,20.0,Extreme Fear,,,,,,,,
2022-07-19,239.4939,1.4001,30.0,Fear,,,,,,,,
2022-07-20,234.286,-2.1745,31.0,Fear,,,,,,,,
2022-07-21,238.0837,1.621,34.0,Fear,,,,,,,,
2022-07-22,232.8353,-2.2044,33.0,Fear,,,,,,,,
2022-07-23,232.8199,-0.0066,31.0,Fear,,,,,,,,
2022-07-24,236.1871,1.4463,30.0,Fear,,,,,,,,
2022-07-25,220.3192,-6.7184,30.0,Fear,,,,,,,,
2022-07-26,219.4044,-0.4152,26.0,Fear,,,,,,,,
2022-07-27,238.6911,8.7905,28.0,Fear,,,,,,,,
2022-07-28,249.5345,4.5429,32.0,Fear,,,,,,,,
2022-07-29,250.3879,0.342,39.0,Fear,,,,,,,,
2022-07-30,249.0523,-0.5334,42.0,Fear,,,,,,,,
2022-07-31,246.3502,-1.085,39.0,Fear,,,,,,,,
2022-08-01,244.344,-0.8144,33.0,Fear,,,,,,,,
2022-08-02,240.8239,-1.4406,31.0,Fear,,,,,,,,
2022-08-03,240.9912,0.0695,34.0,Fear,,,,,,,,
2022-08-04,241.2314,0.0997,30.0,Fear,,,,,,,,
2022-08-05,250.6118,3.8885,31.0,Fear,,,,,,,,
2022-08-06,247.5788,-1.2102,31.0,Fear,,,,,,,,
2022-08-07,249.9745,0.9677,30.0,Fear,,,,,,,,
2022-08-08,256.1221,2.4593,30.0,Fear,,,,,,,,
2022-08-09,249.2078,-2.6996,42.0,Fear,,,,,,,,
2022-08-10,260.1682,4.3981,31.0,Fear,,,,,,,,
2022-08-11,260.2006,0.0125,41.0,Fear,,,,,,,,
2022-08-12,266.0053,2.2309,42.0,Fear,,,,,,,,
2022-08-13,267.2111,0.4533,46.0,Fear,,,,,,,,
2022-08-14,266.8038,-0.1524,47.0,Neutral,,,,,,,,
2022-08-15,262.4782,-1.6213,45.0,Fear,,,,,,,,
2022-08-16,261.5652,-0.3478,44.0,Fear,,,,,,,,
2022-08-17,254.4728,-2.7115,41.0,Fear,,,,,,,,
2022-08-18,251.065,-1.3392,30.0,Fear,,,,,,,,
2022-08-19,228.1486,-9.1277,33.0,Fear,,,,,,,,
2022-08-20,228.5495,0.1757,29.0,Fear,,,,,,,,
2022-08-21,233.6006,2.2101,27.0,Fear,,,,,,,,
2022-08-22,232.7358,-0.3702,29.0,Fear,,,,,,,,
2022-08-23,235.85,1.3381,28.0,Fear,,,,,,,,
2022-08-24,234.072,-0.7539,25.0,Extreme Fear,,,,,,,,
2022-08-25,237.0115,1.2558,25.0,Extreme Fear,,,,,,,,
2022-08-26,219.4563,-7.4069,27.0,Fear,,,,,,,,
2022-08-27,218.7401,-0.3264,28.0,Fear,,,,,,,,
2022-08-28,213.0893,-2.5833,28.0,Fear,,,,,,,,
2022-08-29,222.9976,4.6498,24.0,Extreme Fear,,,,,,,,
2022-08-30,218.7812,-1.8908,27.0,Fear,,,,,,,,
2022-08-31,220.4243,0.751,23.0,Extreme Fear,,,,,,,,
2022-09-01,223.3138,1.3109,20.0,Extreme Fear,,,,,,,,
2022-09-02,222.6518,-0.2964,25.0,Extreme Fear,,,,,,,,
2022-09-03,221.9498,-0.3153,21.0,Extreme Fear,,,,,,,,
2022-09-04,224.8268,1.2962,20.0,Extreme Fear,,,,,,,,
2022-09-05,225.6603,0.3707,23.0,Extreme Fear,,,,,,,,
2022-09-06,214.7941,-4.8153,22.0,Extreme Fear,,,,,,,,
2022-09-07,222.0621,3.3837,24.0,Extreme Fear,,,,,,,,
2022-09-08,223.6189,0.7011,20.0,Extreme Fear,,,,,,,,
2022-09-09,237.6715,6.2842,22.0,Extreme Fear,,,,,,,,
2022-09-10,241.298,1.5258,28.0,Fear,,,,,,,,
2022-09-11,240.5307,-0.318,26.0,Fear,,,,,,,,
2022-09-12,241.7195,0.4942,25.0,Extreme Fear,,,,,,,,
2022-09-13,224.3172,-7.1994,34.0,Fear,,,,,,,,
2022-09-14,227.0636,1.2243,27.0,Fear,,,,,,,,
2022-09-15,217.7668,-4.0944,28.0,Fear,,,,,,,,
2022-09-16,218.0392,0.1251,20.0,Extreme Fear,,,,,,,,
2022-09-17,223.1782,2.3569,22.0,Extreme Fear,,,,,,,,
2022-09-18,210.3932,-5.7286,27.0,Fear,,,,,,,,
2022-09-19,214.1058,1.7646,21.0,Extreme Fear,,,,,,,,
2022-09-20,209.7021,-2.0568,23.0,Extreme Fear,,,,,,,,
2022-09-21,204.5572,-2.4534,23.0,Extreme Fear,,,,,,,,
2022-09-22,216.2296,5.7062,22.0,Extreme Fear,,,,,,,,
2022-09-23,218.3116,0.9629,20.0,Extreme Fear,,,,,,,,
2022-09-24,215.2941,-1.3822,24.0,Extreme Fear,,,,,,,,
2022-09-25,213.2884,-0.9316,24.0,Extreme Fear,,,,,,,,
2022-09-26,216.4534,1.4839,21.0,Extreme Fear,,,,,,,,
2022-09-27,214.9131,-0.7116,20.0,Extreme Fear,,,,,,,,
2022-09-28,216.6674,0.8163,20.0,Extreme Fear,,,,,,,,
2022-09-29,218.5976,0.8909,22.0,Extreme Fear,,,,,,,,
2022-09-30,217.5497,-0.4794,21.0,Extreme Fear,,,,,,,,
2022-10-01,215.6114,-0.891,20.0,Extreme Fear,,,,,,,,
2022-10-02,211.8923,-1.7249,24.0,Extreme Fear,,,,,,,,
2022-10-03,217.4856,2.6397,24.0,Extreme Fear,,,,,,,,
2022-10-04,224.2435,3.1073,20.0,Extreme Fear,,,,,,,,
2022-10-05,223.1138,-0.5038,25.0,Extreme Fear,,,,,,,,
2022-10-06,221.3379,-0.796,26.0,Fear,,,,,,,,
2022-10-07,219.4287,-0.8626,23.0,Extreme Fear,,,,,,,,
2022-10-08,217.6372,-0.8164,24.0,Extreme Fear,,,,,,,,
2022-10-09,219.2119,0.7235,22.0,Extreme Fear,,,,,,,,
2022-10-10,213.7495,-2.4918,22.0,Extreme Fear,,,,,,,,
2022-10-11,211.2266,-1.1803,24.0,Extreme Fear,,,,,,,,
2022-10-12,212.1677,0.4455,20.0,Extreme Fear,,,,,,,,
2022-10-13,211.732,-0.2054,20.0,Extreme Fear,,,,,,,,
2022-10-14,211.4412,-0.1373,24.0,Extreme Fear,,,,,,,,
2022-10-15,209.4581,-0.9379,24.0,Extreme Fear,,,,,,,,
2022-10-16,212.2179,1.3176,24.0,Extreme Fear,,,,,,,,
2022-10-17,215.4258,1.5116,20.0,Extreme Fear,,,,,,,,
2022-10-18,212.9783,-1.1361,22.0,Extreme Fear,,,,,,,,
2022-10-19,209.8052,-1.4899,23.0,Extreme Fear,,,,,,,,
2022-10-20,208.2767,-0.7285,23.0,Extreme Fear,,,,,,,,
2022-10-21,210.0264,0.8401,23.0,Extreme Fear,,,,,,,,
2022-10-22,211.0142,0.4703,20.0,Extreme Fear,,,,,,,,
2022-10-23,215.7973,2.2667,23.0,Extreme Fear,,,,,,,,
2022-10-24,212.9157,-1.3353,22.0,Extreme Fear,,,,,,,,
2022-10-25,223.0892,4.7782,20.0,Extreme Fear,,,,,,,,
2022-10-26,231.041,3.5644,33.0,Fear,,,,,,,,
2022-10-27,226.7448,-1.8595,32.0,Fear,,,,,,,,
2022-10-28,232.4815,2.53,30.0,Fear,,,,,,,,
2022-10-29,239.4643,3.0036,34.0,Fear,,,,,,,,
2022-10-30,236.7178,-1.1469,34.0,Fear,,,,,,,,
2022-10-31,237.0533,0.1417,31.0,Fear,,,,,,,,
2022-11-01,237.5345,0.203,30.0,Fear,,,,,,,,
2022-11-02,232.202,-2.2449,30.0,Fear,,,,,,,,
2022-11-03,234.1261,0.8286,30.0,Fear,,,,,,,,
2022-11-04,249.4129,6.5293,30.0,Fear,,,,,,,,
2022-11-05,249.1671,-0.0986,38.0,Fear,,,,,,,,
2022-11-06,241.4834,-3.0838,40.0,Fear,,,,,,,,
2022-11-07,240.612,-0.3609,33.0,Fear,,,,,,,,
2022-11-08,214.5289,-10.8403,31.0,Fear,,,,,,,,
2022-11-09,182.5283,-14.9167,29.0,Fear,,,,,,,,
2022-11-10,208.0362,13.9748,22.0,Extreme Fear,,,,,,,,
2022-11-11,203.1728,-2.3378,25.0,Extreme Fear,,,,,,,,
2022-11-12,197.7382,-2.6749,21.0,Extreme Fear,,,,,,,,
2022-11-13,192.125,-2.8387,22.0,Extreme Fear,,,,,,,,
2022-11-14,195.8858,1.9575,24.0,Extreme Fear,,,,,,,,
2022-11-15,198.4684,1.3184,22.0,Extreme Fear,,,,,,,,
2022-11-16,194.8513,-1.8225,23.0,Extreme Fear,,,,,,,,
2022-11-17,194.1067,-0.3821,20.0,Extreme Fear,,,,,,,,
2022-11-18,194.7768,0.3452,23.0,Extreme Fear,,,,,,,,
2022-11-19,194.9927,0.1108,23.0,Extreme Fear,,,,,,,,
2022-11-20,187.4897,-3.8478,24.0,Extreme Fear,,,,,,,,
2022-11-21,182.9666,-2.4125,21.0,Extreme Fear,,,,,,,,
2022-11-22,188.9804,3.2868,22.0,Extreme Fear,,,,,,,,
2022-11-23,196.0282,3.7294,22.0,Extreme Fear,,,,,,,,
2022-11-24,197.4696,0.7353,20.0,Extreme Fear,,,,,,,,
2022-11-25,196.8496,-0.314,20.0,Extreme Fear,,,,,,,,
2022-11-26,197.1679,0.1617,22.0,Extreme Fear,,,,,,,,
2022-11-27,196.9702,-0.1003,26.0,Fear,,,,,,,,
2022-11-28,193.6699,-1.6755,28.0,Fear,,,,,,,,
2022-11-29,197.3609,1.9058,26.0,Fear,,,,,,,,
2022-11-30,205.5483,4.1484,29.0,Fear,,,,,,,,
2022-12-01,202.4112,-1.5262,27.0,Fear,,,,,,,,
2022-12-02,204.7642,1.1625,27.0,Fear,,,,,,,,
2022-12-03,200.805,-1.9335,27.0,Fear,,,,,,,,
2022-12-04,204.0667,1.6243,26.0,Fear,,,,,,,,
2022-12-05,202.2246,-0.9027,26.0,Fear,,,,,,,,
2022-12-06,203.2536,0.5088,25.0,Extreme Fear,,,,,,,,
2022-12-07,198.9613,-2.1118,29.0,Fear,,,,,,,,
2022-12-08,203.5795,2.3212,25.0,Extreme Fear,,,,,,,,
2022-12-09,201.677,-0.9345,26.0,Fear,,,,,,,,
2022-12-10,201.6535,-0.0117,27.0,Fear,,,,,,,,
2022-12-11,200.1299,-0.7556,26.0,Fear,,,,,,,,
2022-12-12,200.5376,0.2037,27.0,Fear,,,,,,,,
2022-12-13,205.3522,2.4008,27.0,Fear,,,,,,,,
2022-12-14,204.1358,-0.5923,30.0,Fear,,,,,,,,
2022-12-15,199.3401,-2.3493,31.0,Fear,,,,,,,,
2022-12-16,186.3593,-6.5119,29.0,Fear,,,,,,,,
2022-12-17,188.9816,1.4071,28.0,Fear,,,,,,,,
2022-12-18,189.1496,0.0889,26.0,Fear,,,,,,,,
2022-12-19,184.1796,-2.6275,29.0,Fear,,,,,,,,
2022-12-20,189.9548,3.1356,29.0,Fear,,,,,,,,
2022-12-21,188.4929,-0.7696,26.0,Fear,,,,,,,,
2022-12-22,189.2618,0.4079,28.0,Fear,,,,,,,,
2022-12-23,189.0909,-0.0903,27.0,Fear,,,,,,,,
2022-12-24,188.9263,-0.087,29.0,Fear,,,,,,,,
2022-12-25,188.7342,-0.1017,29.0,Fear,,,,,,,,
2022-12-26,190.3842,0.8742,28.0,Fear,,,,,,,,
2022-12-27,188.5537,-0.9615,27.0,Fear,,,,,,,,
2022-12-28,184.7386,-2.0233,28.0,Fear,,,,,,,,
2022-12-29,184.9798,0.1306,28.0,Fear,,,,,,,,
2022-12-30,184.6234,-0.1927,28.0,Fear,,,,,,,,
2022-12-31,184.6357,0.0067,25.0,Extreme Fear,,,,,,,,
2023-01-01,185.2179,0.3153,26.0,Fear,,,,,,,,
2023-01-02,187.627,1.3007,27.0,Fear,,,,,,,,
2023-01-03,188.2855,0.351,26.0,Fear,,,,,,,,
2023-01-04,192.1622,2.0589,29.0,Fear,,,,,,,,
2023-01-05,190.6686,-0.7773,29.0,Fear,,,,,,,,
2023-01-06,192.5099,0.9657,26.0,Fear,,,,,,,,
2023-01-07,192.2091,-0.1563,25.0,Extreme Fear,,,,,,,,
2023-01-08,196.2655,2.1104,25.0,Extreme Fear,,,,,,,,
2023-01-09,199.833,1.8177,25.0,Extreme Fear,,,,,,,,
2023-01-10,201.6883,0.9284,26.0,Fear,,,,,,,,
2023-01-11,208.3203,3.2882,26.0,Fear,,,,,,,,
2023-01-12,213.8535,2.6561,30.0,Fear,,,,,,,,
2023-01-13,221.7293,3.6828,31.0,Fear,,,,,,,,
2023-01-14,233.2212,5.1829,46.0,Fear,,,,,,,,
2023-01-15,232.2989,-0.3955,52.0,Neutral,,,,,,,,
2023-01-16,233.8182,0.654,45.0,Fear,,,,,,,,
2023-01-17,233.4722,-0.148,51.0,Neutral,,,,,,,,
2023-01-18,226.0832,-3.1648,52.0,Neutral,,,,,,,,
2023-01-19,231.0644,2.2033,45.0,Fear,,,,,,,,
2023-01-20,245.3243,6.1714,51.0,Neutral,,,,,,,,
2023-01-21,243.1453,-0.8882,53.0,Neutral,,,,,,,,
2023-01-22,243.736,0.2429,53.0,Neutral,,,,,,,,
2023-01-23,246.2668,1.0383,50.0,Neutral,,,,,,,,
2023-01-24,238.8092,-3.0283,52.0,Neutral,,,,,,,,
2023-01-25,245.6786,2.8765,51.0,Neutral,,,,,,,,
2023-01-26,246.1432,0.1891,54.0,Neutral,,,,,,,,
2023-01-27,248.7642,1.0648,55.0,Greed,,,,,,,,
2023-01-28,246.544,-0.8925,52.0,Neutral,,,,,,,,
2023-01-29,254.1438,3.0825,55.0,Greed,,,,,,,,
2023-01-30,243.6931,-4.1121,61.0,Greed,,,,,,,,
2023-01-31,247.2902,1.4761,51.0,Neutral,,,,,,,,
2023-02-01,253.6962,2.5905,56.0,Greed,,,,,,,,
2023-02-02,252.8058,-0.351,60.0,Greed,,,,,,,,
2023-02-03,255.7504,1.1648,60.0,Greed,,,,,,,,
2023-02-04,255.9656,0.0841,58.0,Greed,,,,,,,,
2023-02-05,250.7437,-2.0401,58.0,Greed,,,,,,,,
2023-02-06,247.808,-1.1708,56.0,Greed,,,,,,,,
2023-02-07,255.2724,3.0122,54.0,Neutral,,,,,,,,
2023-02-08,251.9549,-1.2996,58.0,Greed,,,,,,,,
2023-02-09,237.9454,-5.5603,55.0,Greed,,,,,,,,
2023-02-10,236.6144,-0.5594,48.0,Neutral,,,,,,,,
2023-02-11,239.4619,1.2034,49.0,Neutral,,,,,,,,
2023-02-12,237.8289,-0.6819,50.0,Neutral,,,,,,,,
2023-02-13,235.7817,-0.8608,48.0,Neutral,,,,,,,,
2023-02-14,241.774,2.5415,50.0,Neutral,,,,,,,,
2023-02-15,258.6305,6.972,53.0,Neutral,,,,,,,,
2023-02-16,250.763,-3.042,62.0,Greed,,,,,,,,
2023-02-17,260.0294,3.6953,61.0,Greed,,,,,,,,
2023-02-18,261.0036,0.3746,60.0,Greed,,,,,,,,
2023-02-19,259.5854,-0.5434,60.0,Greed,,,,,,,,
2023-02-20,263.851,1.6432,58.0,Greed,,,,,,,,
2023-02-21,258.6796,-1.96,60.0,Greed,,,,,,,,
2023-02-22,257.42,-0.4869,59.0,Greed,,,,,,,,
2023-02-23,255.8366,-0.6151,56.0,Greed,,,,,,,,
2023-02-24,248.0523,-3.0427,53.0,Neutral,,,,,,,,
2023-02-25,246.7091,-0.5415,52.0,Neutral,,,,,,,,
2023-02-26,251.6078,1.9856,51.0,Neutral,,,,,,,,
2023-02-27,250.0527,-0.6181,50.0,Neutral,,,,,,,,
2023-02-28,246.1294,-1.569,53.0,Neutral,,,,,,,,
2023-03-01,251.825,2.3141,50.0,Neutral,,,,,,,,
2023-03-02,248.7534,-1.2197,51.0,Neutral,,,,,,,,
2023-03-03,239.2421,-3.8236,50.0,Neutral,,,,,,,,
2023-03-04,237.6888,-0.6493,50.0,Neutral,,,,,,,,
2023-03-05,238.1637,0.1998,47.0,Neutral,,,,,,,,
2023-03-06,237.9382,-0.0947,48.0,Neutral,,,,,,,,
2023-03-07,236.8745,-0.447,49.0,Neutral,,,,,,,,
2023-03-08,231.679,-2.1934,50.0,Neutral,,,,,,,,
2023-03-09,219.4954,-5.2588,44.0,Fear,,,,,,,,
2023-03-10,218.9819,-0.2339,34.0,Fear,,,,,,,,
2023-03-11,221.6359,1.212,33.0,Fear,,,,,,,,
2023-03-12,236.1542,6.5505,33.0,Fear,,,,,,,,
2023-03-13,248.3379,5.1592,49.0,Neutral,,,,,,,,
2023-03-14,252.213,1.5604,56.0,Greed,,,,,,,,
2023-03-15,244.3592,-3.114,50.0,Neutral,,,,,,,,
2023-03-16,249.9247,2.2776,52.0,Neutral,,,,,,,,
2023-03-17,266.3249,6.5621,51.0,Neutral,,,,,,,,
2023-03-18,261.2714,-1.8975,64.0,Greed,,,,,,,,
2023-03-19,267.1582,2.2531,63.0,Greed,,,,,,,,
2023-03-20,260.9262,-2.3327,66.0,Greed,,,,,,,,
2023-03-21,271.7475,4.1473,68.0,Greed,,,,,,,,
2023-03-22,262.3621,-3.4537,62.0,Greed,,,,,,,,
2023-03-23,271.2281,3.3793,57.0,Greed,,,,,,,,
2023-03-24,263.0567,-3.0127,61.0,Greed,,,,,,,,
2023-03-25,262.5535,-0.1913,64.0,Greed,,,,,,,,
2023-03-26,266.4355,1.4786,64.0,Greed,,,,,,,,
2023-03-27,259.3022,-2.6773,64.0,Greed,,,,,,,,
2023-03-28,264.0147,1.8174,59.0,Greed,,,,,,,,
2023-03-29,271.0041,2.6474,57.0,Greed,,,,,,,,
2023-03-30,268.8701,-0.7874,60.0,Greed,,,,,,,,
2023-03-31,273.7732,1.8236,63.0,Greed,,,,,,,,
2023-04-01,273.2736,-0.1825,61.0,Greed,,,,,,,,
2023-04-02,270.7081,-0.9388,63.0,Greed,,,,,,,,
2023-04-03,270.8825,0.0644,63.0,Greed,,,,,,,,
2023-04-04,275.0533,1.5397,62.0,Greed,,,,,,,,
2023-04-05,276.6131,0.5671,62.0,Greed,,,,,,,,
2023-04-06,273.3759,-1.1703,63.0,Greed,,,,,,,,
2023-04-07,272.3596,-0.3718,64.0,Greed,,,,,,,,
2023-04-08,271.0428,-0.4835,61.0,Greed,,,,,,,,
2023-04-09,273.233,0.8081,61.0,Greed,,,,,,,,
2023-04-10,280.4789,2.6519,62.0,Greed,,,,,,,,
2023-04-11,282.5813,0.7496,68.0,Greed,,,,,,,,
2023-04-12,282.6456,0.0228,65.0,Greed,,,,,,,,
2023-04-13,288.7619,2.1639,61.0,Greed,,,,,,,,
2023-04-14,293.7672,1.7334,68.0,Greed,,,,,,,,
2023-04-15,294.1207,0.1203,68.0,Greed,,,,,,,,
2023-04-16,297.0709,1.0031,68.0,Greed,,,,,,,,
2023-04-17,290.7506,-2.1275,69.0,Greed,,,,,,,,
2023-04-18,297.7451,2.4057,58.0,Greed,,,,,,,,
2023-04-19,279.7713,-6.0366,63.0,Greed,,,,,,,,
2023-04-20,275.8057,-1.4174,52.0,Neutral,,,,,,,,
2023-04-21,265.9623,-3.569,50.0,Neutral,,,,,,,,
2023-04-22,270.7386,1.7959,53.0,Neutral,,,,,,,,
2023-04-23,268.6076,-0.7871,56.0,Greed,,,,,,,,
2023-04-24,267.4491,-0.4313,53.0,Neutral,,,,,,,,
2023-04-25,272.32,1.8212,53.0,Neutral,,,,,,,,
2023-04-26,270.5928,-0.6343,56.0,Greed,,,,,,,,
2023-04-27,276.4894,2.1791,59.0,Greed,,,,,,,,
2023-04-28,275.6841,-0.2913,64.0,Greed,,,,,,,,
2023-04-29,276.4507,0.2781,64.0,Greed,,,,,,,,
2023-04-30,274.6405,-0.6548,60.0,Greed,,,,,,,,
2023-05-01,267.8249,-2.4816,63.0,Greed,,,,,,,,
2023-05-02,271.1987,1.2597,55.0,Greed,,,,,,,,
2023-05-03,273.8201,0.9666,64.0,Greed,,,,,,,,
2023-05-04,271.4495,-0.8658,64.0,Greed,,,,,,,,
2023-05-05,279.0826,2.812,61.0,Greed,,,,,,,,
2023-05-06,270.9752,-2.905,60.0,Greed,,,,,,,,
2023-05-07,268.0136,-1.0929,64.0,Greed,,,,,,,,
2023-05-08,260.8072,-2.6888,60.0,Greed,,,,,,,,
2023-05-09,260.9884,0.0695,51.0,Neutral,,,,,,,,
2023-05-10,261.3437,0.1361,52.0,Neutral,,,,,,,,
2023-05-11,255.8881,-2.0875,52.0,Neutral,,,,,,,,
2023-05-12,256.9606,0.4191,49.0,Neutral,,,,,,,,
2023-05-13,255.9179,-0.4058,48.0,Neutral,,,,,,,,
2023-05-14,257.5869,0.6522,48.0,Neutral,,,,,,,,
2023-05-15,259.3429,0.6817,50.0,Neutral,,,,,,,,
2023-05-16,259.4622,0.046,54.0,Neutral,,,,,,,,
2023-05-17,262.2966,1.0924,50.0,Neutral,,,,,,,,
2023-05-18,258.6703,-1.3825,51.0,Neutral,,,,,,,,
2023-05-19,259.3439,0.2604,48.0,Neutral,,,,,,,,
2023-05-20,260.6093,0.4879,48.0,Neutral,,,,,,,,
2023-05-21,257.3924,-1.2344,52.0,Neutral,,,,,,,,
2023-05-22,259.0049,0.6265,49.0,Neutral,,,,,,,,
2023-05-23,262.492,1.3463,50.0,Neutral,,,,,,,,
2023-05-24,255.5795,-2.6334,50.0,Neutral,,,,,,,,
2023-05-25,255.9275,0.1362,51.0,Neutral,,,,,,,,
2023-05-26,258.2537,0.9089,49.0,Neutral,,,,,,,,
2023-05-27,260.1301,0.7266,48.0,Neutral,,,,,,,,
2023-05-28,268.1027,3.0649,50.0,Neutral,,,,,,,,
2023-05-29,265.7431,-0.8801,52.0,Neutral,,,,,,,,
2023-05-30,266.6984,0.3595,51.0,Neutral,,,,,,,,
2023-05-31,263.0367,-1.373,51.0,Neutral,,,,,,,,
2023-06-01,259.9241,-1.1833,52.0,Neutral,,,,,,,,
2023-06-02,265.5224,2.1538,50.0,Neutral,,,,,,,,
2023-06-03,264.3861,-0.4279,53.0,Neutral,,,,,,,,
2023-06-04,264.9348,0.2075,52.0,Neutral,,,,,,,,
2023-06-05,251.673,-5.0057,53.0,Neutral,,,,,,,,
2023-06-06,260.3787,3.4591,44.0,Fear,,,,,,,,
2023-06-07,251.6464,-3.3537,53.0,Neutral,,,,,,,,
2023-06-08,253.3897,0.6928,50.0,Neutral,,,,,,,,
2023-06-09,251.6229,-0.6973,50.0,Neutral,,,,,,,,
2023-06-10,237.5176,-5.6057,49.0,Neutral,,,,,,,,
2023-06-11,237.8985,0.1604,47.0,Neutral,,,,,,,,
2023-06-12,237.7772,-0.051,47.0,Neutral,,,,,,,,
2023-06-13,238.7679,0.4167,45.0,Fear,,,,,,,,
2023-06-14,230.9732,-3.2646,46.0,Fear,,,,,,,,
2023-06-15,232.6586,0.7297,41.0,Fear,,,,,,,,
2023-06-16,236.9858,1.8599,47.0,Neutral,,,,,,,,
2023-06-17,238.7967,0.7641,47.0,Neutral,,,,,,,,
2023-06-18,237.5876,-0.5063,49.0,Neutral,,,,,,,,
2023-06-19,239.8808,0.9652,47.0,Neutral,,,,,,,,
2023-06-20,247.3382,3.1088,49.0,Neutral,,,,,,,,
2023-06-21,259.77,5.0262,59.0,Greed,,,,,,,,
2023-06-22,257.8611,-0.7348,65.0,Greed,,,,,,,,
2023-06-23,265.4138,2.929,65.0,Greed,,,,,,,,
2023-06-24,263.932,-0.5583,62.0,Greed,,,,,,,,
2023-06-25,266.0169,0.7899,64.0,Greed,,,,,,,,
2023-06-26,263.0566,-1.1128,55.0,Greed,,,,,,,,
2023-06-27,266.0886,1.1526,59.0,Greed,,,,,,,,
2023-06-28,257.5282,-3.2171,62.0,Greed,,,,,,,,
2023-06-29,261.9514,1.7176,54.0,Neutral,,,,,,,,
