symbol,id,current_price,previous_price,price_change_pct,weight_ratio,contribution
TON,toncoin,0.0051629506051540375,0.0052720000967383385,-2.0684652804116466,0.023333333333333324,-2.544488136967022e-06
LTC,litecoin,54.53485870361328,54.545467376708984,-0.01944922943355465,0.023333333333333324,-0.00024753570556640614
NEAR,near,1.0311639308929443,1.0388870239257812,-0.743400663880911,0.023333333333333324,-0.00018020550409952792
ETH,ethereum,2107.286376953125,2088.762939453125,0.88681377623685,0.2,3.7046875000000004
ICP,internet-computer,2.4252684116363525,2.4358179569244385,-0.43310072733867555,0.023333333333333324,-0.0002461560567220051
DOT,polkadot,1.3228989839553833,1.3371039628982544,-1.0623690705456434,0.023333333333333324,-0.00033144950866699204
LINK,chainlink,8.862371444702148,8.832435607910156,0.3389307108583095,0.023333333333333324,0.0006985028584798174
OP,optimism,0.18952804803848267,0.1904660016298294,-0.4924519774241132,0.023333333333333324,-2.1885583798090607e-05
ATOM,cosmos-hub,1.9636139869689941,1.950184941291809,0.6886037007489909,0.023333333333333324,0.0003133443991343179
BNB,binancecoin,637.4981689453125,640.253662109375,-0.4303752289341545,0.05,-0.137774658203125
ARB,arbitrum,0.0008992253569886088,0.0008989999769255519,0.02507008552188328,0.023333333333333324,5.2588681379954e-09
TRX,tron,0.27865105867385864,0.2778249979019165,0.297331333818196,0.023333333333333324,1.9274751345316562e-05
DOGE,dogecoin,0.09634663164615631,0.09673800319433212,-0.4045685617363848,0.023333333333333324,-9.132002790768938e-06
SHIB,shiba-inu,6.111746188253164e-06,6.000000212225132e-06,1.8624328679246904,0.023333333333333324,2.6074061073207596e-09
SOL,solana,86.98931121826172,87.04410552978516,-0.06295005410180687,0.023333333333333324,-0.0012785339355468744
XRP,ripple,1.4410686492919922,1.4321850538253784,0.620282654317994,0.05,0.0004441797733306885
AVAX,avalanche-2,9.068004608154297,9.08948802947998,-0.23635458076413096,0.023333333333333324,-0.000501279830932617
BTC,bitcoin,70263.75,70264.7265625,-0.0013898332033357441,0.3,-0.29296875
USDT,tether,0.9995614886283875,0.9995189905166626,0.004251856355708128,0.05,2.1249055862426757e-06
ADA,cardano,0.2702428996562958,0.2702629864215851,-0.007432303459409262,0.023333333333333324,-4.6869119008382145e-07
