symbol,id,current_price,previous_price,price_change_pct,weight_ratio,contribution
CC,canton,0.12075862967948923,0.118298,2.17348823,0.019999999999999987,4.921259358978466e-05
HYPE,hyperliquid,57.99953059604235,57.032368,1.13925734,0.019999999999999987,0.01934325192084698
SUI,sui,0.7127749994935894,0.710238,0.21028694,0.019999999999999987,5.073998987178637e-05
BCH,bitcoin-cash,209.4764926318423,209.566051,-0.08286187,0.019999999999999987,-0.0017911673631539303
SHIB,shiba-inu,4.951212937892e-06,4e-06,18.66801206,0.019999999999999987,1.9024258757839996e-08
USDT,tether,0.9990236078512028,0.999074,-0.00456834,0.05,-2.51960743986035e-06
DOGE,dogecoin,0.07242513095304305,0.068982,4.92398845,0.019999999999999987,6.886261906086096e-05
HBAR,hedera-hashgraph,0.07036248531911102,0.071693,-2.00608267,0.019999999999999987,-2.6610293617779762e-05
BTC,bitcoin,64313.5305067413,64080.402876,0.30595047,0.32,74.60084183721571
SOL,solana,74.44828358185238,73.669574,1.03678414,0.05,0.03893547909261912
AVAX,avalanche-2,6.759922278092043,6.249767,8.07711397,0.019999999999999987,0.01020310556184085
BNB,binancecoin,568.8607893888103,564.00351,0.81936135,0.05,0.24286396944051492
XRP,ripple,1.0983426995785364,1.089739,0.75322997,0.05,0.00043018497892681755
ETH,ethereum,1870.6488513561405,1857.2088,0.63983862,0.2,2.688010271228086
XLM,stellar,0.17784627474463754,0.177514,0.01268761,0.019999999999999987,6.645494892750787e-06
LINK,chainlink,8.365105408113049,8.315401,0.46735238,0.019999999999999987,0.0009940881622609859
ZEC,zcash,484.95172506450086,490.833968,-1.48700347,0.019999999999999987,-0.1176448587099832
LTC,litecoin,46.51985364596479,46.218034,0.51233967,0.019999999999999987,0.006036392919295675
TRX,tron,0.3308728737199192,0.330525,0.06023515,0.019999999999999987,6.957474398383562e-06
ADA,cardano,0.16455804505505456,0.163406,0.61896768,0.019999999999999987,2.3040901101091235e-05
