symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,119895.0,118831.01089465147,0.8953800000000012,2386394822899.0,46484258931.0,0.49307749175477494,524.6290793196619
ETH,Ethereum,4573.52,4218.006969756834,8.428459999999994,552351735240.0,51349953665.0,0.24653874587738747,87.64773661921993
XRP,XRP,3.27,3.1395980507992722,4.153460000000009,193681030116.0,8305840744.0,0.09116169807296927,0.011887663121163423
BNB,BNB,834.79,801.6565718956659,4.13311999999999,116314244005.0,1916028170.0,0.0547467348104193,1.813947001788069
SOL,Solana,191.56,174.4726542167124,9.79371,103384066402.0,8260839437.0,0.04866076477004631,0.831483313705
DOGE,Dogecoin,0.236204,0.22287822251494283,5.978949999999994,35554785833.0,2546416862.0,0.016734910224381717,0.00022300568988251895
ADA,Cardano,0.842081,0.7722034595238787,9.049109999999994,30594434235.0,2231977093.0,0.01440017421826993,0.001006248756800355
LINK,Chainlink,23.21,21.085000897089117,10.07825,15734408711.0,2128778073.0,0.0074058642470550655,0.015737454881271803
SUI,Sui,3.87,3.646718363375414,6.12280999999999,13612118214.0,1654917645.0,0.006406945533153289,0.001430553284407047
AVAX,Avalanche,24.6,22.811314634608177,7.841220000000004,10391613250.0,693681607.0,0.0048911197396058715,0.008748674298612093
LTC,Litecoin,131.68,120.54254397495995,9.239440000000009,10029918615.0,1224782919.0,0.004720877475349353,0.05257856528130552
DOT,Polkadot,4.15,3.853143426904059,7.704270000000002,6320163653.0,486156981.0,0.0029747717180224984,0.0008830805379548849
NEAR,NEAR Protocol,2.79,2.589010457931921,7.763180000000003,3478599114.0,317685338.0,0.001637305429227834,0.00032908126844608215
APT,Aptos,4.82,4.534437026594661,6.297649999999999,3247292042.0,526180035.0,0.0015284339230861254,0.0004364641357300613
ICP,Internet Computer,5.69,5.3632448441920815,6.092490000000006,3051108241.0,74074975.0,0.0014360942219658964,0.00046925119125331853
ARB,Arbitrum,0.474659,0.436953375616006,8.62921000000001,2445364371.0,441068578.0,0.0011509829761540632,4.339853177123663e-05
ATOM,Cosmos Hub,4.71,4.48310170482554,5.061190000000004,2184559493.0,124609919.0,0.0010282274562667826,0.00023330305687850486
FIL,Filecoin,2.64,2.469014568588804,6.925249999999994,1803423621.0,202263372.0,0.0008488345995309823,0.00014513835019755483
OP,Optimism,0.787174,0.7487943223686958,5.12553,1381030824.0,235432981.0,0.0006500229523332734,2.4947671363499672e-05
