symbol,weight_base
BTC,0.3
ETH,0.2
XRP,0.05
USDT,0.05
BCH,0.023333333333333324
LTC,0.023333333333333324
EOS,0.023333333333333324
BNB,0.05
BSV,0.023333333333333324
XLM,0.023333333333333324
ADA,0.023333333333333324
TRX,0.023333333333333324
LEO,0.023333333333333324
XMR,0.023333333333333324
LINK,0.023333333333333324
MIOTA,0.023333333333333324
HT,0.023333333333333324
DASH,0.023333333333333324
XTZ,0.023333333333333324
ETC,0.023333333333333324
