symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,123301.0,120137.69051242451,2.633069999999993,2452010327982.0,62526446150.0,0.49326752793150935,1560.357851018652
ETH,Ethereum,4754.6,4596.738351847034,3.434209999999993,573218488692.0,58695001079.0,0.24663376396575468,38.93401246980367
XRP,XRP,3.28,3.2645508396066454,0.473239999999997,194705094776.0,7994890194.0,0.08908300009852618,0.0013762575568433387
BNB,BNB,847.86,835.1408877930014,1.5229900000000018,118106734776.0,2351464205.0,0.054037118431807495,0.6873041726770319
SOL,Solana,201.69,191.89484288199432,5.10444000000001,108824351144.0,11940309435.0,0.04979016956303069,0.4877025338020296
DOGE,Dogecoin,0.245734,0.23599466535698307,4.126929999999995,36996045497.0,3637680518.0,0.016926720528016567,0.00016485499563117763
ADA,Cardano,0.909599,0.8394686939944052,8.354130000000005,33205439863.0,2817302408.0,0.015192412946309056,0.0010654485688880156
LINK,Chainlink,23.98,23.326918592847896,2.799689999999999,16243823163.0,2173769870.0,0.007432001212370632,0.004853701809731157
SUI,Sui,4.01,3.877735483706887,3.410869999999999,14098126611.0,2238313687.0,0.006450285318530629,0.0008531438676080211
AVAX,Avalanche,25.56,24.625316559600492,3.7956199999999995,10802346623.0,801307594.0,0.004942374242379814,0.004619555360609471
LTC,Litecoin,130.83,130.59576343869637,0.17936000000000618,9972864534.0,1198809533.0,0.004562863099637899,0.0010687893621584784
DOT,Polkadot,4.29,4.14075157826339,3.604380000000007,6536223917.0,503825315.0,0.0029905043651373025,0.00044632805669318564
NEAR,NEAR Protocol,2.99,2.792100130873857,7.087850000000007,3732250177.0,453896214.0,0.0017076083359190968,0.0003379354661971003
APT,Aptos,5.07,4.814146869081128,5.314609999999997,3466857062.0,771476799.0,0.001586183599104211,0.00040583004004297776
ICP,Internet Computer,6.02,5.680466583334284,5.9772099999999995,3230491742.0,87214584.0,0.0014780398864341735,0.0005018439326092011
ARB,Arbitrum,0.570123,0.4751270086348621,19.99381,2930077551.0,1253328818.0,0.0013405920326055925,0.00012735086915357355
ATOM,Cosmos Hub,4.86,4.7068020650270865,3.2548199999999916,2254479439.0,155610542.0,0.0010314870924030795,0.00015802169250736688
FIL,Filecoin,2.74,2.6338725818958943,4.029330000000009,1872287619.0,255203183.0,0.0008566236971853771,9.091126126907748e-05
OP,Optimism,0.860576,0.785885447106955,9.504000000000001,1509686632.0,337112825.0,0.000690723653337997,5.1590531564118974e-05
