symbol,id,current_price,previous_price,price_change_pct,weight_ratio,contribution
LTC,litecoin,76.73478698730469,78.76162719726562,-2.573385393479155,0.023333333333333324,-0.04729293823242186
DOGE,dogecoin,0.11736145615577698,0.1232760027050972,-4.797808510606149,0.023333333333333324,-0.0001380060861508051
USDT,tether,0.9984588623046875,0.9988669753074646,-0.04085759293939173,0.05,-2.0405650138854982e-05
SOL,solana,124.76936340332031,124.93132019042969,-0.1296366570548546,0.023333333333333324,-0.0037789916992187486
ETH,ethereum,2971.291015625,2971.416748046875,-0.004231396419152045,0.2,-0.025146484375
BTC,bitcoin,87557.203125,88430.1328125,-0.9871405365305619,0.3,-261.87890625
OP,optimism,0.2684193253517151,0.27176299691200256,-1.2303630730750914,0.023333333333333324,-7.80190030733744e-05
ARB,arbitrum,0.0011746755335479975,0.0011749999830499291,-0.027612723966985442,0.023333333333333324,-7.570488378405568e-09
XRP,ripple,1.839258074760437,1.8754940032958984,-1.9320738147806549,0.05,-0.0018117964267730714
NEAR,near,1.5073145627975464,1.514543056488037,-0.477272247858862,0.023333333333333324,-0.0001686648527781168
BNB,binancecoin,863.5796508789062,860.5537109375,0.3516270864847959,0.05,0.15129699707031252
DOT,polkadot,1.783666729927063,1.810837984085083,-1.500479578892211,0.023333333333333324,-0.0006339959303538002
ATOM,cosmos-hub,1.9251337051391602,1.965973973274231,-2.077355483351251,0.023333333333333324,-0.0009529395898183183
TON,toncoin,0.006807301659137011,0.006682999897748232,1.8599695240255842,0.023333333333333324,2.900374432404835e-06
ADA,cardano,0.33240047097206116,0.35111701488494873,-5.330571609872125,0.023333333333333324,-0.0004367193579673765
AVAX,avalanche-2,12.32457160949707,12.56164264678955,-1.8872614351361894,0.023333333333333324,-0.005531657536824542
LINK,chainlink,12.209142684936523,12.414362907409668,-1.6530870251155294,0.023333333333333324,-0.004788471857706704
ICP,internet-computer,2.8160994052886963,2.834233045578003,-0.6398076656963347,0.023333333333333324,-0.0004231182734171548
MATIC,polygon,,,,0.023333333333333324,
SUI,sui,,,,0.023333333333333324,
