symbol,id,current_price,previous_price,price_change_pct,weight_ratio,contribution
ETH,ethereum,4279.3857421875,4306.98876953125,-0.6408892342376404,0.2,-5.52060546875
USDT,tether,1.0002713203430176,0.9999499917030334,0.03213447098857625,0.05,1.6066431999206544e-05
LINK,chainlink,22.25732421875,22.29143714904785,-0.15303154332204638,0.023333333333333324,-0.0007959683736165361
TON,toncoin,0.017551204189658165,0.017914999276399612,-2.0306731869126793,0.023333333333333324,-8.488552023967103e-06
BNB,binancecoin,860.2421875,849.979248046875,1.2074341199161953,0.05,0.51314697265625
ARB,arbitrum,0.0011746755335479975,0.0011749999830499291,-0.027612723966985442,0.023333333333333324,-7.570488378405568e-09
SOL,solana,200.6298828125,203.49851989746094,-1.4096599259819653,0.023333333333333324,-0.06693486531575518
LTC,litecoin,111.75033569335938,112.10284423828125,-0.3144510269271983,0.023333333333333324,-0.008225199381510413
NEAR,near,2.3994991779327393,2.3991520404815674,0.014469172662456842,0.023333333333333324,8.09987386067708e-06
BTC,bitcoin,110218.28125,110650.984375,-0.39105221471283924,0.3,-129.8109375
XRP,ripple,2.808112382888794,2.8162479400634766,-0.2888792942889573,0.05,-0.0004067778587341309
DOT,polkadot,3.8200998306274414,3.82886004447937,-0.22879430823176117,0.023333333333333324,-0.00020440498987833652
OP,optimism,0.7139820456504822,0.7204359769821167,-0.8958369012427525,0.023333333333333324,-0.0001505917310714721
ATOM,cosmos-hub,4.43524169921875,4.439848899841309,-0.10376931121964805,0.023333333333333324,-0.00010750134785970048
ICP,internet-computer,4.755316734313965,4.773841857910156,-0.38805482350647846,0.023333333333333324,-0.00043225288391113265
ADA,cardano,0.8185663223266602,0.8310689926147461,-1.5044082259343505,0.023333333333333324,-0.00029172897338867174
AVAX,avalanche-2,24.370628356933594,24.47858238220215,-0.4410142041029519,0.023333333333333324,-0.002518927256266275
DOGE,dogecoin,0.2163405418395996,0.2179040014743805,-0.717499276838518,0.023333333333333324,-3.648072481155394e-05
MATIC,polygon,,,,0.023333333333333324,
SUI,sui,,,,0.023333333333333324,
