symbol,weight_base
BTC,0.3
ETH,0.2
XRP,0.05
USDT,0.05
BNB,0.05
ADA,0.023333333333333324
SOL,0.023333333333333324
USDC,0.023333333333333324
DOT,0.023333333333333324
DOGE,0.023333333333333324
AVAX,0.023333333333333324
UNI,0.023333333333333324
LINK,0.023333333333333324
ALGO,0.023333333333333324
LTC,0.023333333333333324
BCH,0.023333333333333324
MATIC,0.023333333333333324
XLM,0.023333333333333324
ATOM,0.023333333333333324
ICP,0.023333333333333324
