symbol,weight_base
BTC,0.3
ETH,0.2
XRP,0.1
BCH,0.023529411764705882
EOS,0.023529411764705882
LTC,0.023529411764705882
XLM,0.023529411764705882
ADA,0.023529411764705882
MIOTA,0.023529411764705882
USDT,0.023529411764705882
TRX,0.023529411764705882
XMR,0.023529411764705882
NEO,0.023529411764705882
DASH,0.023529411764705882
BNB,0.023529411764705882
ETC,0.023529411764705882
XEM,0.023529411764705882
VEN,0.023529411764705882
OMG,0.023529411764705882
ONT,0.023529411764705882
