symbol,weight_base
BTC,0.3
ETH,0.2
XRP,0.05
USDT,0.05
BNB,0.05
SOL,0.05
TRX,0.0214
DOGE,0.0214
ADA,0.0214
BCH,0.0214
LINK,0.0214
HYPE,0.0214
ZEC,0.0214
XLM,0.0214
SUI,0.0214
LTC,0.0214
AVAX,0.0214
HBAR,0.0214
SHIB,0.0214
TON,0.0218
