symbol,weight_base
BTC,0.3
ETH,0.15601609971
XRP,0.031999052958
SOL,0.031999052958
BNB,0.031999052958
DOGE,0.031999052958
ADA,0.031999052958
LINK,0.031999052958
SUI,0.031999052958
AVAX,0.031999052958
LTC,0.031999052958
DOT,0.031999052958
NEAR,0.031999052958
APT,0.031999052958
ARB,0.031999052958
ICP,0.031999052958
ATOM,0.031999052958
FIL,0.031999052958
OP,0.031999052958
